run_id,session,start_ts,end_ts,model,dataset,tp,request_rate,max_concurrency,instr,rep,command,result_json,status,notes
S2_r4_rep1,A,1785356700.161,1785356848.516,Qwen/Qwen2.5-7B-Instruct,random,1,4,,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 4 --seed 1 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S2_r4_rep1.json",results/raw/sessionA/bench/S2_r4_rep1.json,ok,achieved=3.69
S2_r4_rep2,A,1785356850.523,1785357009.405,Qwen/Qwen2.5-7B-Instruct,random,1,4,,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 4 --seed 2 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S2_r4_rep2.json",results/raw/sessionA/bench/S2_r4_rep2.json,ok,achieved=3.69
S2_r4_rep3,A,1785357011.415,1785357158.733,Qwen/Qwen2.5-7B-Instruct,random,1,4,,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 4 --seed 3 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S2_r4_rep3.json",results/raw/sessionA/bench/S2_r4_rep3.json,ok,achieved=3.69
S2_r5_rep1,A,1785357160.742,1785357302.292,Qwen/Qwen2.5-7B-Instruct,random,1,5,,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 5 --seed 1 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S2_r5_rep1.json",results/raw/sessionA/bench/S2_r5_rep1.json,ok,achieved=4.53
S2_r5_rep2,A,1785357304.300,1785357438.721,Qwen/Qwen2.5-7B-Instruct,random,1,5,,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 5 --seed 2 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S2_r5_rep2.json",results/raw/sessionA/bench/S2_r5_rep2.json,ok,achieved=4.53
S2_r5_rep3,A,1785357440.729,1785357576.574,Qwen/Qwen2.5-7B-Instruct,random,1,5,,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 5 --seed 3 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S2_r5_rep3.json",results/raw/sessionA/bench/S2_r5_rep3.json,ok,achieved=4.53
S2_r6_rep1,A,1785357578.583,1785357724.821,Qwen/Qwen2.5-7B-Instruct,random,1,6,,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 6 --seed 1 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S2_r6_rep1.json",results/raw/sessionA/bench/S2_r6_rep1.json,ok,achieved=5.32;RATE_SHORTFALL
S2_r6_rep2,A,1785357726.833,1785357854.012,Qwen/Qwen2.5-7B-Instruct,random,1,6,,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 6 --seed 2 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S2_r6_rep2.json",results/raw/sessionA/bench/S2_r6_rep2.json,ok,achieved=5.33;RATE_SHORTFALL
S2_r6_rep3,A,1785357856.022,1785358006.248,Qwen/Qwen2.5-7B-Instruct,random,1,6,,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 6 --seed 3 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S2_r6_rep3.json",results/raw/sessionA/bench/S2_r6_rep3.json,ok,achieved=5.33;RATE_SHORTFALL
S2_r8_rep1,A,1785358008.258,1785358130.558,Qwen/Qwen2.5-7B-Instruct,random,1,8,,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 8 --seed 1 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S2_r8_rep1.json",results/raw/sessionA/bench/S2_r8_rep1.json,ok,achieved=6.82;RATE_SHORTFALL
S2_r8_rep2,A,1785358132.565,1785358252.859,Qwen/Qwen2.5-7B-Instruct,random,1,8,,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 8 --seed 2 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S2_r8_rep2.json",results/raw/sessionA/bench/S2_r8_rep2.json,ok,achieved=6.83;RATE_SHORTFALL
S2_r8_rep3,A,1785358254.867,1785358380.310,Qwen/Qwen2.5-7B-Instruct,random,1,8,,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 8 --seed 3 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S2_r8_rep3.json",results/raw/sessionA/bench/S2_r8_rep3.json,ok,achieved=6.83;RATE_SHORTFALL
S2_rinf_rep1,A,1785358382.317,1785358491.599,Qwen/Qwen2.5-7B-Instruct,random,1,inf,,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate inf --seed 1 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S2_rinf_rep1.json",results/raw/sessionA/bench/S2_rinf_rep1.json,ok,achieved=13.63
S2_rinf_rep2,A,1785358493.615,1785358598.811,Qwen/Qwen2.5-7B-Instruct,random,1,inf,,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate inf --seed 2 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S2_rinf_rep2.json",results/raw/sessionA/bench/S2_rinf_rep2.json,ok,achieved=13.83
S2_rinf_rep3,A,1785358600.818,1785358724.512,Qwen/Qwen2.5-7B-Instruct,random,1,inf,,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate inf --seed 3 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S2_rinf_rep3.json",results/raw/sessionA/bench/S2_rinf_rep3.json,ok,achieved=13.84
I1_rep1,A,1785358726.519,1785358866.578,Qwen/Qwen2.5-7B-Instruct,random,1,5,,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 5 --seed 1 --random-input-len 512 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename I1_rep1.json",results/raw/sessionA/bench/I1_rep1.json,ok,achieved=4.51
I1_rep2,A,1785358868.586,1785359022.577,Qwen/Qwen2.5-7B-Instruct,random,1,5,,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 5 --seed 2 --random-input-len 512 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename I1_rep2.json",results/raw/sessionA/bench/I1_rep2.json,ok,achieved=4.52
I1_rep3,A,1785359024.585,1785359158.166,Qwen/Qwen2.5-7B-Instruct,random,1,5,,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 5 --seed 3 --random-input-len 512 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename I1_rep3.json",results/raw/sessionA/bench/I1_rep3.json,ok,achieved=4.52
I2_rep1,A,1785359160.174,1785359322.284,Qwen/Qwen2.5-7B-Instruct,random,1,5,,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 5 --seed 1 --random-input-len 128 --random-output-len 512 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename I2_rep1.json",results/raw/sessionA/bench/I2_rep1.json,ok,achieved=3.38;RATE_SHORTFALL
I2_rep2,A,1785359324.291,1785359487.676,Qwen/Qwen2.5-7B-Instruct,random,1,5,,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 5 --seed 2 --random-input-len 128 --random-output-len 512 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename I2_rep2.json",results/raw/sessionA/bench/I2_rep2.json,ok,achieved=3.33;RATE_SHORTFALL
I2_rep3,A,1785359489.685,1785359651.467,Qwen/Qwen2.5-7B-Instruct,random,1,5,,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 5 --seed 3 --random-input-len 128 --random-output-len 512 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename I2_rep3.json",results/raw/sessionA/bench/I2_rep3.json,ok,achieved=3.35;RATE_SHORTFALL
A1b_rep1,A,1785359653.496,1785359823.835,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,5,,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 5 --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename A1b_rep1.json",results/raw/sessionA/bench/A1b_rep1.json,ok,achieved=3.01;RATE_SHORTFALL
A1b_rep2,A,1785359825.843,1785359981.561,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,5,,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 5 --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename A1b_rep2.json",results/raw/sessionA/bench/A1b_rep2.json,ok,achieved=3.23;RATE_SHORTFALL
A1b_rep3,A,1785359983.569,1785360146.136,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,5,,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 5 --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename A1b_rep3.json",results/raw/sessionA/bench/A1b_rep3.json,ok,achieved=3.37;RATE_SHORTFALL
BOOT4_Qwen2.5-0.5B-Instruct_tp1,A,1785360367.225,1785360459.382,Qwen/Qwen2.5-0.5B-Instruct,random,1,inf,,on,0,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 20 --request-rate inf --seed 42 --random-input-len 128 --random-output-len 64 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename BOOT4_Qwen2.5-0.5B-Instruct_tp1.json",,boot_warmup,discard
S3_r1_rep1,A,1785360459.386,1785360749.040,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,1,,on,1,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 1 --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r1_rep1.json",results/raw/sessionA/bench/S3_r1_rep1.json,ok,achieved=1.00
S3_r1_rep2,A,1785360751.049,1785361043.724,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,1,,on,2,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 1 --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r1_rep2.json",results/raw/sessionA/bench/S3_r1_rep2.json,ok,achieved=0.99
S3_r1_rep3,A,1785361045.732,1785361371.775,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,1,,on,3,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 1 --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r1_rep3.json",results/raw/sessionA/bench/S3_r1_rep3.json,ok,achieved=1.00
S3_r2_rep1,A,1785361373.783,1785361597.112,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,2,,on,1,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 2 --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r2_rep1.json",results/raw/sessionA/bench/S3_r2_rep1.json,ok,achieved=2.00
S3_r2_rep2,A,1785361599.131,1785361809.175,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,2,,on,2,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 2 --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r2_rep2.json",results/raw/sessionA/bench/S3_r2_rep2.json,ok,achieved=1.97
S3_r2_rep3,A,1785361811.185,1785362017.654,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,2,,on,3,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 2 --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r2_rep3.json",results/raw/sessionA/bench/S3_r2_rep3.json,ok,achieved=2.00
S3_r4_rep1,A,1785362019.661,1785362158.318,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,4,,on,1,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 4 --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r4_rep1.json",results/raw/sessionA/bench/S3_r4_rep1.json,ok,achieved=3.89
S3_r4_rep2,A,1785362160.325,1785362355.055,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,4,,on,2,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 4 --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r4_rep2.json",results/raw/sessionA/bench/S3_r4_rep2.json,ok,achieved=3.89
S3_r4_rep3,A,1785362357.075,1785362501.638,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,4,,on,3,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 4 --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r4_rep3.json",results/raw/sessionA/bench/S3_r4_rep3.json,ok,achieved=3.87
S3_r8_rep1,A,1785362503.645,1785362621.830,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,8,,on,1,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 8 --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r8_rep1.json",results/raw/sessionA/bench/S3_r8_rep1.json,ok,achieved=7.20;RATE_SHORTFALL
S3_r8_rep2,A,1785362623.844,1785362740.111,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,8,,on,2,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 8 --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r8_rep2.json",results/raw/sessionA/bench/S3_r8_rep2.json,ok,achieved=7.30
S3_r8_rep3,A,1785362742.123,1785362864.070,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,8,,on,3,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 8 --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r8_rep3.json",results/raw/sessionA/bench/S3_r8_rep3.json,ok,achieved=7.34
S3_r12_rep1,A,1785362866.079,1785362991.906,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,12,,on,1,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 12 --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r12_rep1.json",results/raw/sessionA/bench/S3_r12_rep1.json,ok,achieved=9.95;RATE_SHORTFALL
S3_r12_rep2,A,1785362993.915,1785363108.114,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,12,,on,2,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 12 --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r12_rep2.json",results/raw/sessionA/bench/S3_r12_rep2.json,ok,achieved=10.18;RATE_SHORTFALL
S3_r12_rep3,A,1785363110.120,1785363242.465,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,12,,on,3,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 12 --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r12_rep3.json",results/raw/sessionA/bench/S3_r12_rep3.json,ok,achieved=10.44;RATE_SHORTFALL
S3_r16_rep1,A,1785363244.479,1785363361.102,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,16,,on,1,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 16 --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r16_rep1.json",results/raw/sessionA/bench/S3_r16_rep1.json,ok,achieved=11.86;RATE_SHORTFALL
S3_r16_rep2,A,1785363363.118,1785363476.560,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,16,,on,2,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 16 --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r16_rep2.json",results/raw/sessionA/bench/S3_r16_rep2.json,ok,achieved=12.50;RATE_SHORTFALL
S3_r16_rep3,A,1785363478.568,1785363586.441,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,16,,on,3,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 16 --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r16_rep3.json",results/raw/sessionA/bench/S3_r16_rep3.json,ok,achieved=13.21;RATE_SHORTFALL
S3_r24_rep1,A,1785363588.449,1785363703.814,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,24,,on,1,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 24 --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r24_rep1.json",results/raw/sessionA/bench/S3_r24_rep1.json,ok,achieved=15.54;RATE_SHORTFALL
S3_r24_rep2,A,1785363705.824,1785363864.285,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,24,,on,2,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 24 --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r24_rep2.json",results/raw/sessionA/bench/S3_r24_rep2.json,ok,achieved=16.14;RATE_SHORTFALL
